2017-12-16 03:23:20,719, DEBUG, Start RNN training master
2017-12-16 03:23:22,231, DEBUG, exp id, 0, Start RNN worker
2017-12-16 03:23:22,262, DEBUG, exp id, 1, Start RNN worker
2017-12-16 03:23:22,297, DEBUG, exp id, 2, Start RNN worker
2017-12-16 03:23:22,333, DEBUG, exp id, 3, Start RNN worker
2017-12-16 03:23:22,364, DEBUG, exp id, 4, Start RNN worker
2017-12-16 03:23:22,402, DEBUG, exp id, 5, Start RNN worker
2017-12-16 03:23:22,433, DEBUG, exp id, 6, Start RNN worker
2017-12-16 03:23:22,469, DEBUG, exp id, 7, Start RNN worker
2017-12-16 03:23:22,509, DEBUG, exp id, 8, Start RNN worker
2017-12-16 03:23:22,542, DEBUG, exp id, 9, Start RNN worker
2017-12-16 03:23:53,422, DEBUG, exp id, 7, Step, 1, Minibatch Loss, 2.83661, Training Accuracy, 0.35547
2017-12-16 03:24:28,056, DEBUG, exp id, 1, Step, 150, Minibatch Loss, 1.14609, Training Accuracy, 0.61719
2017-12-16 03:24:28,749, DEBUG, exp id, 3, Step, 150, Minibatch Loss, 0.76637, Training Accuracy, 0.67969
2017-12-16 03:24:30,207, DEBUG, exp id, 6, Step, 150, Minibatch Loss, 0.73775, Training Accuracy, 0.77344
2017-12-16 03:24:31,462, DEBUG, exp id, 4, Step, 150, Minibatch Loss, 0.82283, Training Accuracy, 0.71094
2017-12-16 03:24:31,704, DEBUG, exp id, 0, Step, 150, Minibatch Loss, 1.08068, Training Accuracy, 0.57812
2017-12-16 03:24:31,707, DEBUG, exp id, 9, Step, 150, Minibatch Loss, 0.73747, Training Accuracy, 0.72656
2017-12-16 03:24:31,980, DEBUG, exp id, 5, Step, 150, Minibatch Loss, 0.71584, Training Accuracy, 0.77930
2017-12-16 03:24:31,983, DEBUG, exp id, 8, Step, 150, Minibatch Loss, 0.67298, Training Accuracy, 0.76172
2017-12-16 03:24:32,206, DEBUG, exp id, 2, Step, 150, Minibatch Loss, 1.01163, Training Accuracy, 0.61914
2017-12-16 03:24:38,519, DEBUG, exp id, 7, Step, 200, Minibatch Loss, 0.58886, Training Accuracy, 0.79297
2017-12-16 03:24:40,278, DEBUG, exp id, 1, Step, 200, Minibatch Loss, 1.00253, Training Accuracy, 0.60938
2017-12-16 03:24:40,993, DEBUG, exp id, 3, Step, 200, Minibatch Loss, 0.68412, Training Accuracy, 0.73438
2017-12-16 03:24:42,486, DEBUG, exp id, 6, Step, 200, Minibatch Loss, 0.63201, Training Accuracy, 0.77344
2017-12-16 03:24:43,713, DEBUG, exp id, 4, Step, 200, Minibatch Loss, 0.68059, Training Accuracy, 0.72656
2017-12-16 03:24:43,972, DEBUG, exp id, 9, Step, 200, Minibatch Loss, 0.59400, Training Accuracy, 0.78906
2017-12-16 03:24:43,975, DEBUG, exp id, 0, Step, 200, Minibatch Loss, 1.03055, Training Accuracy, 0.62500
2017-12-16 03:24:44,208, DEBUG, exp id, 5, Step, 200, Minibatch Loss, 0.59960, Training Accuracy, 0.80078
2017-12-16 03:24:44,209, DEBUG, exp id, 8, Step, 200, Minibatch Loss, 0.60783, Training Accuracy, 0.77539
2017-12-16 03:24:44,483, DEBUG, exp id, 2, Step, 200, Minibatch Loss, 1.01447, Training Accuracy, 0.62305
2017-12-16 03:24:50,815, DEBUG, exp id, 7, Step, 250, Minibatch Loss, 0.60784, Training Accuracy, 0.80859
2017-12-16 03:24:52,517, DEBUG, exp id, 1, Step, 250, Minibatch Loss, 0.85536, Training Accuracy, 0.71484
2017-12-16 03:24:53,277, DEBUG, exp id, 3, Step, 250, Minibatch Loss, 0.68907, Training Accuracy, 0.70312
2017-12-16 03:24:54,740, DEBUG, exp id, 6, Step, 250, Minibatch Loss, 0.65328, Training Accuracy, 0.73438
2017-12-16 03:24:55,998, DEBUG, exp id, 4, Step, 250, Minibatch Loss, 0.63990, Training Accuracy, 0.77734
2017-12-16 03:24:56,263, DEBUG, exp id, 0, Step, 250, Minibatch Loss, 1.04608, Training Accuracy, 0.64844
2017-12-16 03:24:56,273, DEBUG, exp id, 9, Step, 250, Minibatch Loss, 0.51349, Training Accuracy, 0.84375
2017-12-16 03:24:56,506, DEBUG, exp id, 8, Step, 250, Minibatch Loss, 0.56208, Training Accuracy, 0.80078
2017-12-16 03:24:56,506, DEBUG, exp id, 5, Step, 250, Minibatch Loss, 0.62400, Training Accuracy, 0.79688
2017-12-16 03:24:56,740, DEBUG, exp id, 2, Step, 250, Minibatch Loss, 0.91875, Training Accuracy, 0.67969
2017-12-16 03:25:03,211, DEBUG, exp id, 7, Step, 300, Minibatch Loss, 0.58186, Training Accuracy, 0.80469
2017-12-16 03:25:04,919, DEBUG, exp id, 1, Step, 300, Minibatch Loss, 0.95719, Training Accuracy, 0.68750
2017-12-16 03:25:05,612, DEBUG, exp id, 3, Step, 300, Minibatch Loss, 0.63688, Training Accuracy, 0.74219
2017-12-16 03:25:07,177, DEBUG, exp id, 6, Step, 300, Minibatch Loss, 0.61525, Training Accuracy, 0.75000
2017-12-16 03:25:08,402, DEBUG, exp id, 4, Step, 300, Minibatch Loss, 0.56702, Training Accuracy, 0.79688
2017-12-16 03:25:08,589, DEBUG, exp id, 9, Step, 300, Minibatch Loss, 0.66558, Training Accuracy, 0.75781
2017-12-16 03:25:08,593, DEBUG, exp id, 0, Step, 300, Minibatch Loss, 0.90890, Training Accuracy, 0.66406
2017-12-16 03:25:08,895, DEBUG, exp id, 5, Step, 300, Minibatch Loss, 0.58100, Training Accuracy, 0.81250
2017-12-16 03:25:08,896, DEBUG, exp id, 8, Step, 300, Minibatch Loss, 0.53887, Training Accuracy, 0.80273
2017-12-16 03:25:09,137, DEBUG, exp id, 2, Step, 300, Minibatch Loss, 0.91043, Training Accuracy, 0.70508
2017-12-16 03:25:15,420, DEBUG, exp id, 7, Step, 350, Minibatch Loss, 0.62063, Training Accuracy, 0.76562
2017-12-16 03:25:17,181, DEBUG, exp id, 1, Step, 350, Minibatch Loss, 0.83422, Training Accuracy, 0.71094
2017-12-16 03:25:17,913, DEBUG, exp id, 3, Step, 350, Minibatch Loss, 0.51982, Training Accuracy, 0.79688
2017-12-16 03:25:19,385, DEBUG, exp id, 6, Step, 350, Minibatch Loss, 0.56123, Training Accuracy, 0.81250
2017-12-16 03:25:20,610, DEBUG, exp id, 4, Step, 350, Minibatch Loss, 0.64062, Training Accuracy, 0.75781
2017-12-16 03:25:20,865, DEBUG, exp id, 9, Step, 350, Minibatch Loss, 0.58804, Training Accuracy, 0.76562
2017-12-16 03:25:20,875, DEBUG, exp id, 0, Step, 350, Minibatch Loss, 0.89350, Training Accuracy, 0.64062
2017-12-16 03:25:21,113, DEBUG, exp id, 5, Step, 350, Minibatch Loss, 0.58417, Training Accuracy, 0.81641
2017-12-16 03:25:21,113, DEBUG, exp id, 8, Step, 350, Minibatch Loss, 0.52990, Training Accuracy, 0.82031
2017-12-16 03:25:21,375, DEBUG, exp id, 2, Step, 350, Minibatch Loss, 0.84875, Training Accuracy, 0.69922
2017-12-16 03:25:27,818, DEBUG, exp id, 7, Step, 400, Minibatch Loss, 0.55890, Training Accuracy, 0.80859
2017-12-16 03:25:29,559, DEBUG, exp id, 1, Step, 400, Minibatch Loss, 0.79060, Training Accuracy, 0.71094
2017-12-16 03:25:30,282, DEBUG, exp id, 3, Step, 400, Minibatch Loss, 0.51228, Training Accuracy, 0.81250
2017-12-16 03:25:31,751, DEBUG, exp id, 6, Step, 400, Minibatch Loss, 0.55865, Training Accuracy, 0.81250
2017-12-16 03:25:32,981, DEBUG, exp id, 4, Step, 400, Minibatch Loss, 0.54232, Training Accuracy, 0.83594
2017-12-16 03:25:33,200, DEBUG, exp id, 0, Step, 400, Minibatch Loss, 0.82699, Training Accuracy, 0.67969
2017-12-16 03:25:33,206, DEBUG, exp id, 9, Step, 400, Minibatch Loss, 0.46738, Training Accuracy, 0.85938
2017-12-16 03:25:33,479, DEBUG, exp id, 8, Step, 400, Minibatch Loss, 0.47141, Training Accuracy, 0.83398
2017-12-16 03:25:33,479, DEBUG, exp id, 5, Step, 400, Minibatch Loss, 0.58991, Training Accuracy, 0.79883
2017-12-16 03:25:33,695, DEBUG, exp id, 2, Step, 400, Minibatch Loss, 0.85474, Training Accuracy, 0.69922
2017-12-16 03:25:40,175, DEBUG, exp id, 7, Step, 450, Minibatch Loss, 0.55072, Training Accuracy, 0.80859
2017-12-16 03:25:41,878, DEBUG, exp id, 1, Step, 450, Minibatch Loss, 0.78255, Training Accuracy, 0.74219
2017-12-16 03:25:42,565, DEBUG, exp id, 3, Step, 450, Minibatch Loss, 0.56778, Training Accuracy, 0.82031
2017-12-16 03:25:44,048, DEBUG, exp id, 6, Step, 450, Minibatch Loss, 0.60959, Training Accuracy, 0.74219
2017-12-16 03:25:45,230, DEBUG, exp id, 4, Step, 450, Minibatch Loss, 0.54093, Training Accuracy, 0.83984
2017-12-16 03:25:45,475, DEBUG, exp id, 0, Step, 450, Minibatch Loss, 0.71460, Training Accuracy, 0.68750
2017-12-16 03:25:45,476, DEBUG, exp id, 9, Step, 450, Minibatch Loss, 0.53759, Training Accuracy, 0.84375
2017-12-16 03:25:45,707, DEBUG, exp id, 8, Step, 450, Minibatch Loss, 0.46766, Training Accuracy, 0.83594
2017-12-16 03:25:45,707, DEBUG, exp id, 5, Step, 450, Minibatch Loss, 0.55285, Training Accuracy, 0.79492
2017-12-16 03:25:45,980, DEBUG, exp id, 2, Step, 450, Minibatch Loss, 0.81839, Training Accuracy, 0.72070
2017-12-16 03:25:52,235, DEBUG, exp id, 7, Step, 500, Minibatch Loss, 0.44877, Training Accuracy, 0.86719
2017-12-16 03:25:53,942, DEBUG, exp id, 1, Step, 500, Minibatch Loss, 0.71394, Training Accuracy, 0.74609
2017-12-16 03:25:54,669, DEBUG, exp id, 3, Step, 500, Minibatch Loss, 0.47866, Training Accuracy, 0.82031
2017-12-16 03:25:56,130, DEBUG, exp id, 6, Step, 500, Minibatch Loss, 0.57743, Training Accuracy, 0.81250
2017-12-16 03:25:57,363, DEBUG, exp id, 4, Step, 500, Minibatch Loss, 0.46636, Training Accuracy, 0.81641
2017-12-16 03:25:57,577, DEBUG, exp id, 9, Step, 500, Minibatch Loss, 0.43116, Training Accuracy, 0.86719
2017-12-16 03:25:57,582, DEBUG, exp id, 0, Step, 500, Minibatch Loss, 0.84375, Training Accuracy, 0.65625
2017-12-16 03:25:57,839, DEBUG, exp id, 8, Step, 500, Minibatch Loss, 0.51692, Training Accuracy, 0.80859
2017-12-16 03:25:57,858, DEBUG, exp id, 5, Step, 500, Minibatch Loss, 0.55986, Training Accuracy, 0.80859
2017-12-16 03:25:58,096, DEBUG, exp id, 2, Step, 500, Minibatch Loss, 0.81701, Training Accuracy, 0.69531
2017-12-16 03:26:04,475, DEBUG, exp id, 7, Step, 550, Minibatch Loss, 0.45319, Training Accuracy, 0.87891
2017-12-16 03:26:06,187, DEBUG, exp id, 1, Step, 550, Minibatch Loss, 0.69949, Training Accuracy, 0.77734
2017-12-16 03:26:06,966, DEBUG, exp id, 3, Step, 550, Minibatch Loss, 0.49180, Training Accuracy, 0.82812
2017-12-16 03:26:08,409, DEBUG, exp id, 6, Step, 550, Minibatch Loss, 0.62758, Training Accuracy, 0.77344
2017-12-16 03:26:09,667, DEBUG, exp id, 4, Step, 550, Minibatch Loss, 0.49174, Training Accuracy, 0.83594
2017-12-16 03:26:09,906, DEBUG, exp id, 9, Step, 550, Minibatch Loss, 0.50550, Training Accuracy, 0.78906
2017-12-16 03:26:09,907, DEBUG, exp id, 0, Step, 550, Minibatch Loss, 0.67068, Training Accuracy, 0.74219
2017-12-16 03:26:10,180, DEBUG, exp id, 8, Step, 550, Minibatch Loss, 0.39354, Training Accuracy, 0.86914
2017-12-16 03:26:10,182, DEBUG, exp id, 5, Step, 550, Minibatch Loss, 0.48050, Training Accuracy, 0.83984
2017-12-16 03:26:10,404, DEBUG, exp id, 2, Step, 550, Minibatch Loss, 0.78563, Training Accuracy, 0.72656
2017-12-16 03:26:16,816, DEBUG, exp id, 7, Step, 600, Minibatch Loss, 0.41244, Training Accuracy, 0.85156
2017-12-16 03:26:18,562, DEBUG, exp id, 1, Step, 600, Minibatch Loss, 0.76549, Training Accuracy, 0.74609
2017-12-16 03:26:19,260, DEBUG, exp id, 3, Step, 600, Minibatch Loss, 0.58487, Training Accuracy, 0.78906
2017-12-16 03:26:20,754, DEBUG, exp id, 6, Step, 600, Minibatch Loss, 0.47894, Training Accuracy, 0.83594
2017-12-16 03:26:21,976, DEBUG, exp id, 4, Step, 600, Minibatch Loss, 0.54284, Training Accuracy, 0.80859
2017-12-16 03:26:22,210, DEBUG, exp id, 0, Step, 600, Minibatch Loss, 0.76862, Training Accuracy, 0.75000
2017-12-16 03:26:22,212, DEBUG, exp id, 9, Step, 600, Minibatch Loss, 0.51706, Training Accuracy, 0.84375
2017-12-16 03:26:22,478, DEBUG, exp id, 8, Step, 600, Minibatch Loss, 0.43065, Training Accuracy, 0.86328
2017-12-16 03:26:22,481, DEBUG, exp id, 5, Step, 600, Minibatch Loss, 0.53532, Training Accuracy, 0.83203
2017-12-16 03:26:22,706, DEBUG, exp id, 2, Step, 600, Minibatch Loss, 0.74850, Training Accuracy, 0.73633
2017-12-16 03:26:29,061, DEBUG, exp id, 7, Step, 650, Minibatch Loss, 0.37328, Training Accuracy, 0.88672
2017-12-16 03:26:30,778, DEBUG, exp id, 1, Step, 650, Minibatch Loss, 0.71664, Training Accuracy, 0.75391
2017-12-16 03:26:31,501, DEBUG, exp id, 3, Step, 650, Minibatch Loss, 0.58513, Training Accuracy, 0.82812
2017-12-16 03:26:32,982, DEBUG, exp id, 6, Step, 650, Minibatch Loss, 0.42007, Training Accuracy, 0.86719
2017-12-16 03:26:34,225, DEBUG, exp id, 4, Step, 650, Minibatch Loss, 0.47764, Training Accuracy, 0.85547
2017-12-16 03:26:34,469, DEBUG, exp id, 9, Step, 650, Minibatch Loss, 0.57578, Training Accuracy, 0.75000
2017-12-16 03:26:34,473, DEBUG, exp id, 0, Step, 650, Minibatch Loss, 0.64306, Training Accuracy, 0.75000
2017-12-16 03:26:34,698, DEBUG, exp id, 5, Step, 650, Minibatch Loss, 0.52095, Training Accuracy, 0.83008
2017-12-16 03:26:34,714, DEBUG, exp id, 8, Step, 650, Minibatch Loss, 0.38196, Training Accuracy, 0.88086
2017-12-16 03:26:34,977, DEBUG, exp id, 2, Step, 650, Minibatch Loss, 0.72267, Training Accuracy, 0.75977
2017-12-16 03:26:41,300, DEBUG, exp id, 7, Step, 700, Minibatch Loss, 0.40119, Training Accuracy, 0.87500
2017-12-16 03:26:43,008, DEBUG, exp id, 1, Step, 700, Minibatch Loss, 0.73001, Training Accuracy, 0.73047
2017-12-16 03:26:43,763, DEBUG, exp id, 3, Step, 700, Minibatch Loss, 0.49125, Training Accuracy, 0.83594
2017-12-16 03:26:45,278, DEBUG, exp id, 6, Step, 700, Minibatch Loss, 0.46440, Training Accuracy, 0.84375
2017-12-16 03:26:46,520, DEBUG, exp id, 4, Step, 700, Minibatch Loss, 0.51092, Training Accuracy, 0.80859
2017-12-16 03:26:46,775, DEBUG, exp id, 0, Step, 700, Minibatch Loss, 0.71142, Training Accuracy, 0.74219
2017-12-16 03:26:46,780, DEBUG, exp id, 9, Step, 700, Minibatch Loss, 0.51045, Training Accuracy, 0.82812
2017-12-16 03:26:47,006, DEBUG, exp id, 8, Step, 700, Minibatch Loss, 0.44772, Training Accuracy, 0.84375
2017-12-16 03:26:47,008, DEBUG, exp id, 5, Step, 700, Minibatch Loss, 0.49096, Training Accuracy, 0.83008
2017-12-16 03:26:47,250, DEBUG, exp id, 2, Step, 700, Minibatch Loss, 0.72698, Training Accuracy, 0.74805
2017-12-16 03:26:53,779, DEBUG, exp id, 7, Step, 750, Minibatch Loss, 0.36871, Training Accuracy, 0.89453
2017-12-16 03:26:55,474, DEBUG, exp id, 1, Step, 750, Minibatch Loss, 0.69961, Training Accuracy, 0.75391
2017-12-16 03:26:56,209, DEBUG, exp id, 3, Step, 750, Minibatch Loss, 0.51074, Training Accuracy, 0.82812
2017-12-16 03:26:57,720, DEBUG, exp id, 6, Step, 750, Minibatch Loss, 0.59374, Training Accuracy, 0.78906
2017-12-16 03:26:58,950, DEBUG, exp id, 4, Step, 750, Minibatch Loss, 0.44923, Training Accuracy, 0.85156
2017-12-16 03:26:59,180, DEBUG, exp id, 0, Step, 750, Minibatch Loss, 0.67056, Training Accuracy, 0.77344
2017-12-16 03:26:59,197, DEBUG, exp id, 9, Step, 750, Minibatch Loss, 0.42920, Training Accuracy, 0.86719
2017-12-16 03:26:59,482, DEBUG, exp id, 5, Step, 750, Minibatch Loss, 0.47375, Training Accuracy, 0.84180
2017-12-16 03:26:59,483, DEBUG, exp id, 8, Step, 750, Minibatch Loss, 0.38631, Training Accuracy, 0.88086
2017-12-16 03:26:59,700, DEBUG, exp id, 2, Step, 750, Minibatch Loss, 0.76998, Training Accuracy, 0.75391
2017-12-16 03:27:06,061, DEBUG, exp id, 7, Step, 800, Minibatch Loss, 0.35482, Training Accuracy, 0.87891
2017-12-16 03:27:07,779, DEBUG, exp id, 1, Step, 800, Minibatch Loss, 0.68589, Training Accuracy, 0.76562
2017-12-16 03:27:08,499, DEBUG, exp id, 3, Step, 800, Minibatch Loss, 0.41694, Training Accuracy, 0.87500
2017-12-16 03:27:09,951, DEBUG, exp id, 6, Step, 800, Minibatch Loss, 0.47367, Training Accuracy, 0.85938
2017-12-16 03:27:11,172, DEBUG, exp id, 4, Step, 800, Minibatch Loss, 0.46381, Training Accuracy, 0.82031
2017-12-16 03:27:11,407, DEBUG, exp id, 0, Step, 800, Minibatch Loss, 0.76614, Training Accuracy, 0.71875
2017-12-16 03:27:11,411, DEBUG, exp id, 9, Step, 800, Minibatch Loss, 0.30076, Training Accuracy, 0.92969
2017-12-16 03:27:11,676, DEBUG, exp id, 5, Step, 800, Minibatch Loss, 0.48160, Training Accuracy, 0.83789
2017-12-16 03:27:11,678, DEBUG, exp id, 8, Step, 800, Minibatch Loss, 0.40053, Training Accuracy, 0.86914
2017-12-16 03:27:11,905, DEBUG, exp id, 2, Step, 800, Minibatch Loss, 0.75840, Training Accuracy, 0.71875
2017-12-16 03:27:18,275, DEBUG, exp id, 7, Step, 850, Minibatch Loss, 0.37581, Training Accuracy, 0.89844
2017-12-16 03:27:19,927, DEBUG, exp id, 1, Step, 850, Minibatch Loss, 0.72863, Training Accuracy, 0.73047
2017-12-16 03:27:20,657, DEBUG, exp id, 3, Step, 850, Minibatch Loss, 0.44070, Training Accuracy, 0.82812
2017-12-16 03:27:22,087, DEBUG, exp id, 6, Step, 850, Minibatch Loss, 0.32503, Training Accuracy, 0.92188
2017-12-16 03:27:23,311, DEBUG, exp id, 4, Step, 850, Minibatch Loss, 0.45252, Training Accuracy, 0.85547
2017-12-16 03:27:23,566, DEBUG, exp id, 0, Step, 850, Minibatch Loss, 0.54579, Training Accuracy, 0.81250
2017-12-16 03:27:23,574, DEBUG, exp id, 9, Step, 850, Minibatch Loss, 0.37995, Training Accuracy, 0.86719
2017-12-16 03:27:23,795, DEBUG, exp id, 8, Step, 850, Minibatch Loss, 0.33925, Training Accuracy, 0.90039
2017-12-16 03:27:23,796, DEBUG, exp id, 5, Step, 850, Minibatch Loss, 0.43564, Training Accuracy, 0.84570
2017-12-16 03:27:24,081, DEBUG, exp id, 2, Step, 850, Minibatch Loss, 0.73954, Training Accuracy, 0.72461
2017-12-16 03:27:30,381, DEBUG, exp id, 7, Step, 900, Minibatch Loss, 0.31392, Training Accuracy, 0.91406
2017-12-16 03:27:32,080, DEBUG, exp id, 1, Step, 900, Minibatch Loss, 0.67825, Training Accuracy, 0.78125
2017-12-16 03:27:32,802, DEBUG, exp id, 3, Step, 900, Minibatch Loss, 0.46633, Training Accuracy, 0.82031
2017-12-16 03:27:34,208, DEBUG, exp id, 6, Step, 900, Minibatch Loss, 0.54342, Training Accuracy, 0.78125
2017-12-16 03:27:35,479, DEBUG, exp id, 4, Step, 900, Minibatch Loss, 0.42814, Training Accuracy, 0.87109
2017-12-16 03:27:35,712, DEBUG, exp id, 0, Step, 900, Minibatch Loss, 0.58705, Training Accuracy, 0.79688
2017-12-16 03:27:35,714, DEBUG, exp id, 9, Step, 900, Minibatch Loss, 0.31835, Training Accuracy, 0.91406
2017-12-16 03:27:35,977, DEBUG, exp id, 8, Step, 900, Minibatch Loss, 0.40500, Training Accuracy, 0.84961
2017-12-16 03:27:35,983, DEBUG, exp id, 5, Step, 900, Minibatch Loss, 0.43216, Training Accuracy, 0.84570
2017-12-16 03:27:36,196, DEBUG, exp id, 2, Step, 900, Minibatch Loss, 0.70225, Training Accuracy, 0.75977
2017-12-16 03:27:42,669, DEBUG, exp id, 7, Step, 950, Minibatch Loss, 0.36614, Training Accuracy, 0.89453
2017-12-16 03:27:44,378, DEBUG, exp id, 1, Step, 950, Minibatch Loss, 0.68814, Training Accuracy, 0.76953
2017-12-16 03:27:45,102, DEBUG, exp id, 3, Step, 950, Minibatch Loss, 0.44555, Training Accuracy, 0.89844
2017-12-16 03:27:46,622, DEBUG, exp id, 6, Step, 950, Minibatch Loss, 0.45706, Training Accuracy, 0.83594
2017-12-16 03:27:47,874, DEBUG, exp id, 4, Step, 950, Minibatch Loss, 0.44039, Training Accuracy, 0.85938
2017-12-16 03:27:48,110, DEBUG, exp id, 9, Step, 950, Minibatch Loss, 0.33624, Training Accuracy, 0.91406
2017-12-16 03:27:48,110, DEBUG, exp id, 0, Step, 950, Minibatch Loss, 0.86922, Training Accuracy, 0.68750
2017-12-16 03:27:48,380, DEBUG, exp id, 5, Step, 950, Minibatch Loss, 0.49369, Training Accuracy, 0.83789
2017-12-16 03:27:48,380, DEBUG, exp id, 8, Step, 950, Minibatch Loss, 0.33573, Training Accuracy, 0.89648
2017-12-16 03:27:48,601, DEBUG, exp id, 2, Step, 950, Minibatch Loss, 0.68760, Training Accuracy, 0.75000
2017-12-16 03:27:54,910, DEBUG, exp id, 7, Step, 1000, Minibatch Loss, 0.37141, Training Accuracy, 0.91406
2017-12-16 03:27:56,684, DEBUG, exp id, 1, Step, 1000, Minibatch Loss, 0.64408, Training Accuracy, 0.76172
2017-12-16 03:27:57,419, DEBUG, exp id, 3, Step, 1000, Minibatch Loss, 0.44342, Training Accuracy, 0.85156
2017-12-16 03:27:58,910, DEBUG, exp id, 6, Step, 1000, Minibatch Loss, 0.46237, Training Accuracy, 0.84375
2017-12-16 03:28:00,148, DEBUG, exp id, 4, Step, 1000, Minibatch Loss, 0.49310, Training Accuracy, 0.82031
2017-12-16 03:28:00,395, DEBUG, exp id, 0, Step, 1000, Minibatch Loss, 0.67959, Training Accuracy, 0.73438
2017-12-16 03:28:00,401, DEBUG, exp id, 9, Step, 1000, Minibatch Loss, 0.34960, Training Accuracy, 0.89062
2017-12-16 03:28:00,681, DEBUG, exp id, 8, Step, 1000, Minibatch Loss, 0.34827, Training Accuracy, 0.89453
